1,2012,2,3,38
2,1994,5,3,487
3,1995,4,5,370
4,2001,5,3,31
5,1979,1,3,41
6,2014,2,2,329
7,2009,1,3,387
8,2008,2,3,182
9,2015,3,3,201
10,1985,3,5,79
11,1970,2,3,273
12,1969,1,3,307
13,1974,2,2,131
14,1994,1,3,293
15,1982,3,2,289
16,1998,0,4,423
17,1990,0,5,370
18,1984,0,2,457
19,2008,5,4,417
20,2005,0,2,34
21,2002,4,4,174
22,1968,5,2,250
23,1984,0,4,389
24,1980,3,3,175
25,1988,1,5,157
26,1991,5,3,80
27,1985,3,4,412
28,2015,0,3,230
29,1992,3,1,129
30,1990,5,3,492
31,2011,4,3,194
32,1999,5,1,285
33,2005,1,2,208
34,1970,4,2,60
35,1996,4,1,326
36,1988,5,2,250
37,2013,4,1,78
38,1987,2,4,28
39,1985,0,4,489
40,1973,0,3,54
41,2011,4,3,330
42,1996,5,2,326
43,2016,5,5,164
44,1993,4,3,120
45,2015,3,5,303
46,2014,1,3,98
47,2013,1,1,51
48,2003,1,1,6
49,1976,1,5,15
50,1993,5,4,441
51,2013,4,1,180
52,1981,5,1,313
53,2015,2,1,246
54,2013,5,2,408
55,2005,2,3,80
56,2001,3,4,46
57,1994,4,1,33
58,2008,3,4,181
59,1968,3,1,212
60,1994,0,1,429
61,2003,3,5,312
62,1990,0,3,345
63,2003,5,3,74
64,1982,0,4,78
65,1978,3,3,66
66,1991,1,2,176
67,1995,4,4,28
68,2012,0,2,432
69,1991,2,3,452
70,1969,5,3,341
71,1975,2,3,121
72,1995,1,4,219
73,1986,0,3,52
74,2015,0,1,357
75,2017,4,3,394
76,1983,2,2,463
77,1968,2,4,374
78,1981,5,1,362
79,1983,0,4,136
80,2001,3,3,7
81,1970,3,3,45
82,2004,5,1,323
83,1981,1,2,392
84,2003,1,1,426
85,2016,0,3,324
86,2012,3,2,52
87,1984,4,3,21
88,1978,0,5,420
89,1971,1,4,72
90,1980,4,1,240
91,1998,5,2,323
92,1985,5,4,130
93,2002,2,4,407
94,1997,5,4,60
95,1984,2,2,151
96,2010,3,4,304
97,1978,3,1,203
98,1975,5,3,240
99,2006,0,4,319
100,2015,0,4,457
101,1985,1,4,208
102,2011,5,4,389
103,1987,3,1,187
104,1992,4,2,485
105,2005,0,5,68
106,2004,1,5,305
107,2012,2,2,57
108,1988,0,3,210
109,1993,2,5,426
110,2014,5,4,7
111,1982,4,1,28
112,1982,4,5,92
113,1973,3,1,372
114,1990,0,1,165
115,2004,1,2,127
116,1992,2,2,123
117,1989,2,5,311
118,1992,5,5,254
119,2017,4,1,360
120,1994,5,1,367
121,2017,5,1,66
122,1970,1,4,417
123,2010,0,3,124
124,2006,0,5,105
125,2007,2,1,395
126,1998,5,3,29
127,1990,3,5,372
128,2014,2,4,301
129,2004,0,4,61
130,1982,0,5,454
131,1999,0,5,135
132,2005,0,5,225
133,1969,4,4,226
134,1982,1,2,493
135,1989,4,1,313
136,1988,2,4,175
137,2000,5,1,182
138,1983,0,1,342
139,1994,1,2,253
140,1987,1,3,36
141,1985,0,4,190
142,1974,4,3,198
143,1989,0,5,308
144,1969,1,4,210
145,2002,2,4,215
146,2006,0,3,83
147,1979,3,5,51
148,2006,5,5,156
149,1982,2,3,191
150,1992,2,3,467
151,1996,0,3,314
152,1973,0,2,315
153,2017,3,4,278
154,2003,3,3,261
155,1981,4,1,371
156,1974,1,2,219
157,1991,3,2,260
158,1972,0,2,304
159,1999,3,5,240
160,1980,3,5,267
161,1974,5,3,123
162,1994,4,2,182
163,1986,1,4,74
164,1989,4,1,435
165,1991,1,5,373
166,1982,1,1,78
167,2004,3,5,201
168,1989,0,1,288
169,2000,1,4,218
170,2002,2,5,4
171,1983,1,2,145
172,1978,4,5,52
173,2015,2,1,367
174,2000,3,4,248
175,2005,1,2,6
176,1985,3,5,68
177,1984,2,4,114
178,2016,3,1,2
179,1989,5,2,347
180,1991,5,2,348
181,1981,1,4,194
182,1980,2,1,384
183,1971,0,4,353
184,1975,5,2,389
185,1995,5,5,246
186,1998,1,5,315
187,1968,1,1,292
188,1968,4,2,52
189,2010,4,1,421
190,2011,2,2,395
191,1996,4,5,231
192,1983,3,2,154
193,2009,4,1,178
194,2010,5,4,278
195,2011,4,3,326
196,1994,3,1,45
197,1969,1,5,414
198,1990,0,5,313
199,1981,4,4,68
200,1970,3,5,465
201,1988,4,1,378
202,2013,5,3,450
203,1979,5,3,388
204,1978,0,5,419
205,1996,4,5,284
206,1998,5,1,179
207,1987,0,1,213
208,1997,0,1,250
209,1988,0,3,203
210,1970,4,5,311
211,1976,2,4,279
212,1996,2,4,87
213,1986,2,2,327
214,1968,4,5,298
215,1971,2,5,89
216,2008,2,1,489
217,1998,2,1,234
218,1992,0,5,343
219,1976,3,4,334
220,1983,4,3,444
221,2003,5,4,131
222,2013,4,5,411
223,1973,4,1,394
224,1989,3,5,115
225,2016,3,3,73
226,2011,5,3,328
227,1997,4,5,297
228,1982,5,2,52
229,2017,4,4,161
230,1978,1,4,320
231,1983,4,1,344
232,1973,2,1,303
233,1972,1,5,99
234,1998,1,2,263
235,1984,0,5,109
236,1979,2,4,34
237,1998,3,4,139
238,2014,0,2,403
239,1984,0,1,284
240,1979,2,2,26
241,1973,1,5,11
242,2006,1,4,147
243,1976,4,5,391
244,1976,5,2,477
245,1995,2,3,60
246,1993,3,3,345
247,1999,0,2,314
248,2014,3,1,213
249,1971,3,2,344
250,1981,5,2,113
251,1994,2,3,334
252,2002,4,5,293
253,1973,2,4,486
254,1990,1,2,314
255,1992,3,4,337
256,2012,5,2,198
257,2003,2,3,185
258,2008,4,1,147
259,1982,4,3,229
260,2005,4,5,388
261,1969,3,1,195
262,1979,2,3,51
263,1983,3,1,440
264,1978,1,3,198
265,1971,3,1,44
266,1994,5,2,425
267,1984,4,1,468
268,2003,3,3,252
269,1981,4,3,12
270,1976,3,2,105
271,1991,2,1,272
272,2011,1,3,375
273,2013,4,1,19
274,1992,4,1,302
275,2017,2,4,215
276,1970,4,5,423
277,1997,2,1,26
278,1973,5,2,60
279,1973,0,3,418
280,2009,4,2,500
281,1995,0,4,370
282,1968,1,5,9
283,1971,0,1,63
284,1969,0,4,378
285,2000,5,4,31
286,2007,1,3,225
287,1975,2,2,261
288,2013,1,2,285
289,2013,0,3,88
290,1977,4,2,314
291,1973,0,5,299
292,1972,4,4,13
293,2014,4,3,310
294,1987,5,5,453
295,1998,1,4,431
296,1989,1,3,52
297,2007,2,5,22
298,1971,3,3,48
299,1991,5,3,255
300,1981,5,3,37
301,1977,3,2,352
302,1982,4,5,162
303,1990,4,5,164
304,1988,3,2,245
305,2014,0,3,60
306,2015,3,3,383
307,1989,2,2,487
308,1969,0,3,177
309,2015,0,3,174
310,1976,4,1,98
311,2017,3,3,254
312,1984,1,5,471
313,1974,0,1,456
314,1971,4,2,424
315,1998,5,2,181
316,1993,5,5,254
317,2008,4,5,69
318,1989,0,5,248
319,1971,2,4,141
320,1985,2,1,308
321,2015,5,3,133
322,2006,0,2,1
323,2012,4,3,76
324,1977,5,3,232
325,1969,2,1,311
326,2015,3,3,238
327,1973,1,2,451
328,2003,1,2,278
329,1976,2,5,293
330,1978,4,2,168
331,1998,5,5,472
332,1976,0,4,423
333,1990,5,2,361
334,2011,1,5,297
335,2004,2,1,118
336,2008,0,5,128
337,1996,0,3,232
338,1984,1,3,305
339,1986,1,3,193
340,1980,3,1,12
341,1983,1,4,371
342,2008,5,1,98
343,1998,4,2,381
344,2012,0,4,466
345,1991,3,4,122
346,1968,0,2,281
347,2009,3,2,438
348,1973,1,3,162
349,1971,5,1,332
350,2001,5,5,116
351,1972,2,2,280
352,1993,0,4,6
353,1968,2,5,166
354,1993,5,2,422
355,1980,4,4,214
356,2004,5,5,273
357,2017,4,3,279
358,1990,5,3,415
359,2004,3,2,435
360,2000,0,3,29
361,2004,1,2,500
362,2014,0,4,338
363,2016,4,2,354
364,1975,0,1,206
365,1978,2,1,269
366,1970,5,4,38
367,1985,0,1,86
368,1977,5,3,223
369,2013,4,4,31
370,1977,3,4,79
371,1999,4,3,269
372,1971,1,2,296
373,1983,0,5,213
374,2005,1,5,483
375,1992,0,2,127
376,1980,4,5,77
377,1987,4,5,312
378,1994,1,2,367
